"date","ville","pays","no2","o3","pm25","temp_max","temp_min","temp_moy","amplitude","humidite"
2024-08-09,"Kigali",NA,NA,NA,39.6181637717122,26,18,22,8,49
2024-08-10,"Kigali",NA,NA,NA,39.6181637717122,25,19,22,6,59
2024-08-11,"Kigali",NA,NA,NA,39.6181637717122,25,19,22,6,61
2024-08-12,"Kigali",NA,NA,NA,39.6181637717122,26,17,21.5,9,63
2024-08-13,"Kigali",NA,NA,NA,39.6181637717122,27,19,23,8,60
2024-08-14,"Kigali",NA,NA,NA,39.6181637717122,25,19,22,6,58
2024-08-15,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,71
2024-08-16,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,69
2024-08-17,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,70
2024-08-18,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,70
2024-08-19,"Kigali",NA,NA,NA,39.6181637717122,27,17,22,10,69
2024-08-20,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,60
2024-08-21,"Kigali",NA,NA,NA,39.6181637717122,24,18,21,6,64
2024-08-22,"Kigali",NA,NA,NA,39.6181637717122,25,18,21.5,7,62
2024-08-23,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,73
2024-08-24,"Kigali",NA,NA,NA,39.6181637717122,25,19,22,6,61
2024-08-25,"Kigali",NA,NA,NA,39.6181637717122,24,18,21,6,66
2024-08-26,"Kigali",NA,NA,NA,39.6181637717122,25,18,21.5,7,61
2024-08-27,"Kigali",NA,NA,NA,39.6181637717122,25,18,21.5,7,60
2024-08-28,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,75
2024-08-29,"Kigali",NA,NA,NA,39.6181637717122,26,17,21.5,9,84
2024-08-30,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,84
2024-08-31,"Kigali",NA,NA,NA,39.6181637717122,26,16,21,10,79
2024-09-01,"Kigali",NA,NA,NA,39.6181637717122,25,18,21.5,7,68
2024-09-02,"Kigali",NA,NA,NA,39.6181637717122,24,18,21,6,60
2024-09-03,"Kigali",NA,NA,NA,39.6181637717122,25,18,21.5,7,71
2024-09-04,"Kigali","Rwanda",NA,NA,67.86,23,18,20.5,5,69
2024-09-05,"Kigali","Rwanda",NA,NA,55.4,25,17,21,8,67
2024-09-06,"Kigali","Rwanda",NA,NA,44.99,23,17,20,6,78
2024-09-07,"Kigali","Rwanda",NA,NA,39.4,24,17,20.5,7,73
2024-09-08,"Kigali","Rwanda",NA,NA,40.02,25,17,21,8,73
2024-09-09,"Kigali","Rwanda",NA,NA,34.41,27,17,22,10,68
2024-09-10,"Kigali","Rwanda",NA,NA,36.22,27,18,22.5,9,64
2024-09-11,"Kigali","Rwanda",NA,NA,42.03,27,18,22.5,9,68
2024-09-12,"Kigali","Rwanda",NA,NA,43.12,28,18,23,10,62
2024-09-13,"Kigali","Rwanda",NA,NA,60.62,29,17,23,12,53
2024-09-14,"Kigali","Rwanda",NA,NA,46.95,28,18,23,10,55
2024-09-15,"Kigali","Rwanda",NA,NA,49.45,28,17,22.5,11,61
2024-09-16,"Kigali","Rwanda",NA,NA,54.52,28,18,23,10,51
2024-09-17,"Kigali","Rwanda",NA,NA,57.36,27,18,22.5,9,56
2024-09-18,"Kigali","Rwanda",NA,NA,37.45,25,18,21.5,7,57
2024-09-19,"Kigali","Rwanda",NA,NA,27.64,25,18,21.5,7,70
2024-09-20,"Kigali","Rwanda",NA,NA,31.15,24,18,21,6,72
2024-09-21,"Kigali","Rwanda",NA,NA,28.24,24,16,20,8,80
2024-09-22,"Kigali","Rwanda",NA,NA,33.13,23,16,19.5,7,86
2024-09-23,"Kigali","Rwanda",NA,NA,43.42,24,17,20.5,7,83
2024-09-24,"Kigali","Rwanda",NA,NA,55.62,26,17,21.5,9,61
2024-09-25,"Kigali","Rwanda",NA,NA,48.52,26,17,21.5,9,69
2024-09-26,"Kigali","Rwanda",NA,NA,40.84,24,17,20.5,7,72
2024-09-27,"Kigali","Rwanda",NA,NA,38.17,25,17,21,8,74
2024-09-28,"Kigali",NA,NA,NA,39.6181637717122,27,18,22.5,9,64
2024-09-29,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,84
2024-09-30,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,80
2024-10-01,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,85
2024-10-02,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,82
2024-10-03,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,85
2024-10-04,"Kigali",NA,NA,NA,39.6181637717122,26,18,22,8,60
2024-10-05,"Kigali",NA,NA,NA,39.6181637717122,23,17,20,6,68
2024-10-06,"Kigali",NA,NA,NA,39.6181637717122,23,16,19.5,7,78
2024-10-07,"Kigali",NA,NA,NA,39.6181637717122,23,17,20,6,83
2024-10-08,"Kigali",NA,NA,NA,39.6181637717122,22,17,19.5,5,89
2024-10-09,"Kigali","Rwanda",NA,NA,26.93,23,15,19,8,90
2024-10-10,"Kigali","Rwanda",NA,NA,31.15,22,16,19,6,90
2024-10-11,"Kigali","Rwanda",NA,NA,27.75,22,16,19,6,85
2024-10-12,"Kigali","Rwanda",NA,NA,39.12,22,16,19,6,88
2024-10-13,"Kigali","Rwanda",NA,NA,41.53,25,15,20,10,84
2024-10-14,"Kigali","Rwanda",NA,NA,24.87,25,16,20.5,9,78
2024-10-15,"Kigali","Rwanda",NA,NA,25.24,24,16,20,8,84
2024-10-16,"Kigali","Rwanda",NA,NA,34.38,24,16,20,8,85
2024-10-17,"Kigali","Rwanda",NA,NA,38.87,24,17,20.5,7,85
2024-10-18,"Kigali","Rwanda",NA,NA,29.63,22,17,19.5,5,88
2024-10-19,"Kigali","Rwanda",NA,NA,35.42,23,17,20,6,89
2024-10-20,"Kigali","Rwanda",NA,NA,21.69,24,17,20.5,7,88
2024-10-21,"Kigali","Rwanda",NA,NA,28.51,22,16,19,6,90
2024-10-22,"Kigali","Rwanda",NA,NA,30.32,23,16,19.5,7,89
2024-10-23,"Kigali","Rwanda",NA,NA,29.5,24,16,20,8,88
2024-10-24,"Kigali","Rwanda",NA,NA,28.29,24,16,20,8,87
2024-10-25,"Kigali","Rwanda",NA,NA,30.85,24,17,20.5,7,84
2024-10-26,"Kigali","Rwanda",NA,NA,27.42,24,16,20,8,84
2024-10-27,"Kigali","Rwanda",NA,NA,21.3,23,16,19.5,7,87
2024-10-28,"Kigali","Rwanda",NA,NA,21.22,22,16,19,6,89
2024-10-29,"Kigali","Rwanda",NA,NA,23.9,24,17,20.5,7,86
2024-10-30,"Kigali","Rwanda",NA,NA,26.97,24,17,20.5,7,86
2024-10-31,"Kigali","Rwanda",NA,NA,31.8,24,17,20.5,7,84
2024-11-01,"Kigali","Rwanda",NA,NA,30.4,25,16,20.5,9,83
2024-11-02,"Kigali","Rwanda",NA,NA,36.53,24,16,20,8,84
2024-11-03,"Kigali","Rwanda",NA,NA,27.78,24,15,19.5,9,83
2024-11-04,"Kigali","Rwanda",NA,NA,28,24,16,20,8,77
2024-11-05,"Kigali","Rwanda",NA,NA,27.36,23,16,19.5,7,85
2024-11-06,"Kigali","Rwanda",NA,NA,25.54,22,16,19,6,88
2024-11-07,"Kigali","Rwanda",NA,NA,26.86,21,16,18.5,5,90
2024-11-08,"Kigali","Rwanda",NA,NA,30,20,16,18,4,89
2024-11-09,"Kigali","Rwanda",NA,NA,26.58,23,16,19.5,7,83
2024-11-10,"Kigali","Rwanda",NA,NA,24.35,23,17,20,6,72
2024-11-11,"Kigali","Rwanda",NA,NA,22.61,22,16,19,6,84
2024-11-12,"Kigali","Rwanda",NA,NA,18.95,22,15,18.5,7,86
2024-11-13,"Kigali","Rwanda",NA,NA,31.93,22,16,19,6,85
2024-11-14,"Kigali","Rwanda",NA,NA,30.33,24,16,20,8,85
2024-11-15,"Kigali","Rwanda",NA,NA,29.65,23,16,19.5,7,85
2024-11-16,"Kigali","Rwanda",NA,NA,23.88,23,16,19.5,7,87
2024-11-17,"Kigali","Rwanda",NA,NA,23.64,21,16,18.5,5,90
2024-11-18,"Kigali","Rwanda",NA,NA,32.58,22,15,18.5,7,87
2024-11-19,"Kigali","Rwanda",NA,NA,30.45,22,15,18.5,7,87
2024-11-20,"Kigali","Rwanda",NA,NA,27.75,23,16,19.5,7,87
2024-11-21,"Kigali","Rwanda",NA,NA,23.12,22,16,19,6,91
2024-11-22,"Kigali","Rwanda",NA,NA,19.68,17,16,16.5,1,96
2024-11-23,"Kigali","Rwanda",NA,NA,27.41,19,16,17.5,3,96
2024-11-24,"Kigali","Rwanda",NA,NA,20.82,21,16,18.5,5,93
2024-11-25,"Kigali","Rwanda",NA,NA,13,18,16,17,2,96
2024-11-26,"Kigali","Rwanda",NA,NA,24.19,22,15,18.5,7,89
2024-11-27,"Kigali","Rwanda",NA,NA,17.41,21,16,18.5,5,92
2024-11-28,"Kigali","Rwanda",NA,NA,30.4,21,16,18.5,5,92
2024-11-29,"Kigali","Rwanda",NA,NA,33.33,19,16,17.5,3,96
2024-11-30,"Kigali","Rwanda",NA,NA,20.95,21,15,18,6,90
2024-12-01,"Kigali","Rwanda",NA,NA,19.21,21,16,18.5,5,88
2024-12-02,"Kigali","Rwanda",NA,NA,38.26,22,17,19.5,5,88
2024-12-03,"Kigali","Rwanda",NA,NA,35.45,21,17,19,4,90
2024-12-04,"Kigali","Rwanda",NA,NA,37.18,21,16,18.5,5,91
2024-12-05,"Kigali","Rwanda",NA,NA,43.51,21,16,18.5,5,87
2024-12-06,"Kigali","Rwanda",NA,NA,50.24,22,15,18.5,7,89
2024-12-07,"Kigali","Rwanda",NA,NA,43.2,21,15,18,6,91
2024-12-08,"Kigali","Rwanda",NA,NA,44.04,23,15,19,8,86
2024-12-09,"Kigali","Rwanda",NA,NA,39.15,22,15,18.5,7,79
2024-12-10,"Kigali","Rwanda",NA,NA,41,23,16,19.5,7,78
2024-12-11,"Kigali","Rwanda",NA,NA,40.88,22,16,19,6,87
2024-12-12,"Kigali","Rwanda",NA,NA,40.28,23,16,19.5,7,88
2024-12-13,"Kigali","Rwanda",NA,NA,38.45,22,16,19,6,92
2024-12-14,"Kigali","Rwanda",NA,NA,40.13,22,16,19,6,87
2024-12-15,"Kigali","Rwanda",NA,NA,44.09,22,15,18.5,7,86
2024-12-16,"Kigali","Rwanda",NA,NA,40.8,22,16,19,6,86
2024-12-17,"Kigali","Rwanda",NA,NA,39.07,22,16,19,6,89
2024-12-18,"Kigali","Rwanda",NA,NA,37.53,23,16,19.5,7,87
2024-12-19,"Kigali","Rwanda",NA,NA,33.08,22,16,19,6,88
2024-12-20,"Kigali","Rwanda",NA,NA,39.04,22,16,19,6,89
2024-12-21,"Kigali","Rwanda",NA,NA,36.44,21,17,19,4,95
2024-12-22,"Kigali","Rwanda",NA,NA,34.95,23,17,20,6,89
2024-12-23,"Kigali","Rwanda",NA,NA,17.86,22,17,19.5,5,92
2024-12-24,"Kigali","Rwanda",NA,NA,27.95,22,17,19.5,5,92
2024-12-25,"Kigali","Rwanda",NA,NA,28,22,16,19,6,90
2024-12-26,"Kigali","Rwanda",NA,NA,21.59,21,16,18.5,5,92
2024-12-27,"Kigali","Rwanda",NA,NA,23.65,23,16,19.5,7,92
2024-12-28,"Kigali","Rwanda",NA,NA,31.03,24,15,19.5,9,88
2024-12-29,"Kigali","Rwanda",NA,NA,31.97,24,15,19.5,9,80
2024-12-30,"Kigali","Rwanda",NA,NA,48.4,24,16,20,8,75
2024-12-31,"Kigali","Rwanda",NA,NA,64.99,25,15,20,10,72
2025-01-01,"Kigali","Rwanda",NA,NA,74.96,23,16,19.5,7,66
2025-01-02,"Kigali","Rwanda",NA,NA,61.54,22,16,19,6,75
2025-01-03,"Kigali","Rwanda",NA,NA,45.48,23,16,19.5,7,77
2025-01-04,"Kigali","Rwanda",NA,NA,44,22,16,19,6,81
2025-01-05,"Kigali","Rwanda",NA,NA,49.12,24,16,20,8,78
2025-01-06,"Kigali","Rwanda",NA,NA,43.24,24,16,20,8,79
2025-01-07,"Kigali","Rwanda",NA,NA,27.4,22,15,18.5,7,86
2025-01-08,"Kigali","Rwanda",NA,NA,36,22,15,18.5,7,85
2025-01-09,"Kigali","Rwanda",NA,NA,58.57,24,15,19.5,9,89
2025-01-10,"Kigali","Rwanda",NA,NA,75.22,24,16,20,8,78
2025-01-11,"Kigali","Rwanda",NA,NA,66.1,22,16,19,6,85
2025-01-12,"Kigali","Rwanda",NA,NA,51.75,22,16,19,6,80
2025-01-13,"Kigali","Rwanda",NA,NA,50.94,25,16,20.5,9,77
2025-01-14,"Kigali","Rwanda",NA,NA,66.38,24,17,20.5,7,75
2025-01-15,"Kigali","Rwanda",NA,NA,45.31,25,17,21,8,73
2025-01-16,"Kigali","Rwanda",NA,NA,35.5,24,16,20,8,67
2025-01-17,"Kigali","Rwanda",NA,NA,28.59,25,16,20.5,9,69
2025-01-18,"Kigali","Rwanda",NA,NA,39.68,23,16,19.5,7,78
2025-01-19,"Kigali","Rwanda",NA,NA,40.05,23,17,20,6,77
2025-01-20,"Kigali","Rwanda",NA,NA,51.32,23,15,19,8,87
2025-01-21,"Kigali","Rwanda",NA,NA,60.65,24,15,19.5,9,88
2025-01-22,"Kigali","Rwanda",NA,NA,57.63,22,15,18.5,7,86
2025-01-23,"Kigali","Rwanda",NA,NA,55.18,23,15,19,8,89
2025-01-24,"Kigali","Rwanda",NA,NA,43.07,23,16,19.5,7,90
2025-01-25,"Kigali","Rwanda",NA,NA,44.1,23,16,19.5,7,87
2025-01-26,"Kigali","Rwanda",NA,NA,53.26,22,16,19,6,90
2025-01-27,"Kigali","Rwanda",NA,NA,61.05,23,16,19.5,7,85
2025-01-28,"Kigali","Rwanda",NA,NA,61.55,25,16,20.5,9,77
2025-01-29,"Kigali","Rwanda",NA,NA,74.67,24,17,20.5,7,79
2025-01-30,"Kigali","Rwanda",NA,NA,76,22,16,19,6,81
2025-01-31,"Kigali","Rwanda",NA,NA,69.23,24,17,20.5,7,78
2025-02-01,"Kigali","Rwanda",NA,NA,59.01,29,14,21.5,15,89
2025-02-02,"Kigali","Rwanda",NA,NA,71.01,29,16,22.5,13,85
2025-02-03,"Kigali","Rwanda",NA,NA,59.42,29,17,23,12,87
2025-02-04,"Kigali","Rwanda",NA,NA,81.27,30,16,23,14,89
2025-02-05,"Kigali","Rwanda",NA,NA,82.67,28,15,21.5,13,91
2025-02-06,"Kigali","Rwanda",NA,NA,67.43,30,15,22.5,15,88
2025-02-07,"Kigali","Rwanda",NA,NA,64.74,29,16,22.5,13,90
2025-02-08,"Kigali","Rwanda",NA,NA,51.05,26,15,20.5,11,96
2025-02-09,"Kigali","Rwanda",NA,NA,37.31,29,15,22,14,95
2025-02-10,"Kigali","Rwanda",NA,NA,24.99,31,16,23.5,15,86
2025-02-11,"Kigali","Rwanda",NA,NA,31.68,28,15,21.5,13,92
2025-02-12,"Kigali","Rwanda",NA,NA,39.03,29,15,22,14,95
2025-02-13,"Kigali",NA,NA,NA,39.6181637717122,27,15,21,12,94
2025-02-14,"Kigali",NA,NA,NA,39.6181637717122,28,15,21.5,13,95
2025-02-15,"Kigali",NA,NA,NA,39.6181637717122,27,15,21,12,96
2025-02-16,"Kigali",NA,NA,NA,39.6181637717122,28,14,21,14,95
2025-02-17,"Kigali",NA,NA,NA,39.6181637717122,29,15,22,14,92
2025-02-18,"Kigali",NA,NA,NA,39.6181637717122,29,14,21.5,15,95
2025-02-19,"Kigali",NA,NA,NA,39.6181637717122,31,14,22.5,17,94
2025-02-20,"Kigali",NA,NA,NA,39.6181637717122,31,14,22.5,17,80
2025-02-21,"Kigali",NA,NA,NA,39.6181637717122,30,14,22,16,74
2025-02-22,"Kigali",NA,NA,NA,39.6181637717122,31,15,23,16,71
2025-02-23,"Kigali",NA,NA,NA,39.6181637717122,30,15,22.5,15,88
2025-02-24,"Kigali",NA,NA,NA,39.6181637717122,30,15,22.5,15,88
2025-02-25,"Kigali",NA,NA,NA,39.6181637717122,31,14,22.5,17,86
2025-02-26,"Kigali",NA,NA,NA,39.6181637717122,31,16,23.5,15,73
2025-02-27,"Kigali",NA,NA,NA,39.6181637717122,31,15,23,16,69
2025-02-28,"Kigali",NA,NA,NA,39.6181637717122,33,14,23.5,19,62
2025-03-01,"Kigali",NA,NA,NA,39.6181637717122,31,15,23,16,74
2025-03-02,"Kigali",NA,NA,NA,39.6181637717122,29,16,22.5,13,73
2025-03-03,"Kigali",NA,NA,NA,39.6181637717122,29,16,22.5,13,79
2025-03-04,"Kigali",NA,NA,NA,39.6181637717122,29,15,22,14,91
2025-03-05,"Kigali",NA,NA,NA,39.6181637717122,28,15,21.5,13,96
2025-03-06,"Kigali",NA,NA,NA,39.6181637717122,31,16,23.5,15,93
2025-03-07,"Kigali",NA,NA,NA,39.6181637717122,31,16,23.5,15,75
2025-03-08,"Kigali",NA,NA,NA,39.6181637717122,28,15,21.5,13,94
2025-03-09,"Kigali",NA,NA,NA,39.6181637717122,30,14,22,16,96
2025-03-10,"Kigali",NA,NA,NA,39.6181637717122,26,16,21,10,94
2025-03-11,"Kigali",NA,NA,NA,39.6181637717122,26,16,21,10,96
2025-03-12,"Kigali",NA,NA,NA,39.6181637717122,25,15,20,10,96
2025-03-13,"Kigali",NA,NA,NA,39.6181637717122,25,16,20.5,9,95
2025-03-14,"Kigali",NA,NA,NA,39.6181637717122,27,14,20.5,13,95
2025-03-15,"Kigali",NA,NA,NA,39.6181637717122,28,15,21.5,13,93
2025-03-16,"Kigali",NA,NA,NA,39.6181637717122,25,16,20.5,9,96
2025-03-17,"Kigali",NA,NA,NA,39.6181637717122,26,15,20.5,11,99
2025-03-18,"Kigali",NA,NA,NA,39.6181637717122,27,15,21,12,97
2025-03-19,"Kigali",NA,NA,NA,39.6181637717122,24,15,19.5,9,98
2025-03-20,"Kigali",NA,NA,NA,39.6181637717122,22,15,18.5,7,97
2025-03-21,"Kigali",NA,NA,NA,39.6181637717122,25,15,20,10,97
2025-03-22,"Kigali",NA,NA,NA,39.6181637717122,26,15,20.5,11,97
2025-03-23,"Kigali",NA,NA,NA,39.6181637717122,27,15,21,12,96
2025-03-24,"Kigali",NA,NA,NA,39.6181637717122,24,16,20,8,97
2025-03-25,"Kigali",NA,NA,NA,39.6181637717122,25,15,20,10,97
2025-03-26,"Kigali",NA,NA,NA,39.6181637717122,28,15,21.5,13,95
2025-03-27,"Kigali",NA,NA,NA,39.6181637717122,29,16,22.5,13,96
2025-03-28,"Kigali",NA,NA,NA,39.6181637717122,23,16,19.5,7,98
2025-03-29,"Kigali",NA,NA,NA,39.6181637717122,21,16,18.5,5,98
2025-03-30,"Kigali",NA,NA,NA,39.6181637717122,26,15,20.5,11,97
2025-03-31,"Kigali",NA,NA,NA,39.6181637717122,22,16,19,6,97
2025-04-01,"Kigali",NA,NA,NA,39.6181637717122,24,15,19.5,9,97
2025-04-02,"Kigali",NA,NA,NA,39.6181637717122,26,13,19.5,13,96
2025-04-03,"Kigali",NA,NA,NA,39.6181637717122,25,15,20,10,97
2025-04-04,"Kigali",NA,NA,NA,39.6181637717122,27,15,21,12,96
2025-04-05,"Kigali",NA,NA,NA,39.6181637717122,26,16,21,10,97
2025-04-06,"Kigali",NA,NA,NA,39.6181637717122,22,17,19.5,5,98
2025-04-07,"Kigali",NA,NA,NA,39.6181637717122,22,16,19,6,99
2025-04-08,"Kigali",NA,NA,NA,39.6181637717122,24,15,19.5,9,97
2025-04-09,"Kigali",NA,NA,NA,39.6181637717122,26,14,20,12,97
2025-04-10,"Kigali",NA,NA,NA,39.6181637717122,26,15,20.5,11,96
2025-04-11,"Kigali",NA,NA,NA,39.6181637717122,26,15,20.5,11,96
2025-04-12,"Kigali",NA,NA,NA,39.6181637717122,24,16,20,8,98
2025-04-13,"Kigali",NA,NA,NA,39.6181637717122,22,16,19,6,98
2025-04-14,"Kigali",NA,NA,NA,39.6181637717122,23,15,19,8,98
2025-04-15,"Kigali",NA,NA,NA,39.6181637717122,23,16,19.5,7,96
2025-04-16,"Kigali","Rwanda",NA,NA,48,23,15,19,8,98
2025-04-17,"Kigali","Rwanda",NA,NA,36.55,25,15,20,10,97
2025-04-18,"Kigali","Rwanda",NA,NA,33.66,24,14,19,10,97
2025-04-19,"Kigali","Rwanda",NA,NA,36.4,24,14,19,10,98
2025-04-20,"Kigali","Rwanda",NA,NA,33.52,24,15,19.5,9,97
2025-04-21,"Kigali","Rwanda",NA,NA,35.1,25,15,20,10,99
2025-04-22,"Kigali","Rwanda",NA,NA,27.22,25,14,19.5,11,98
2025-04-23,"Kigali","Rwanda",NA,NA,24.38,22,15,18.5,7,97
2025-04-24,"Kigali","Rwanda",NA,NA,21.73,22,14,18,8,98
2025-04-25,"Kigali","Rwanda",NA,NA,36.32,24,14,19,10,97
2025-04-26,"Kigali","Rwanda",NA,NA,38.07,25,14,19.5,11,97
2025-04-27,"Kigali","Rwanda",NA,NA,34.68,26,14,20,12,97
2025-04-28,"Kigali","Rwanda",NA,NA,34.05,26,14,20,12,97
2025-04-29,"Kigali","Rwanda",NA,NA,34.19,25,14,19.5,11,97
2025-04-30,"Kigali","Rwanda",NA,NA,39.68,22,16,19,6,97
2025-05-01,"Kigali","Rwanda",NA,NA,42.14,25,16,20.5,9,98
2025-05-02,"Kigali","Rwanda",NA,NA,36.46,25,15,20,10,97
2025-05-03,"Kigali","Rwanda",NA,NA,43.32,26,15,20.5,11,96
2025-05-04,"Kigali","Rwanda",NA,NA,44.25,23,15,19,8,97
2025-05-05,"Kigali","Rwanda",NA,NA,40.18,21,16,18.5,5,98
2025-05-06,"Kigali","Rwanda",NA,NA,34.8,20,15,17.5,5,98
2025-05-07,"Kigali","Rwanda",NA,NA,22.16,22,16,19,6,97
2025-05-08,"Kigali","Rwanda",NA,NA,39.84,22,15,18.5,7,99
2025-05-09,"Kigali","Rwanda",NA,NA,37.01,23,16,19.5,7,98
2025-05-10,"Kigali","Rwanda",NA,NA,33.88,21,15,18,6,98
2025-05-11,"Kigali","Rwanda",NA,NA,37.73,22,15,18.5,7,98
2025-05-12,"Kigali","Rwanda",NA,NA,22.08,22,14,18,8,99
2025-05-13,"Kigali","Rwanda",NA,NA,29.14,22,15,18.5,7,98
2025-05-14,"Kigali","Rwanda",NA,NA,21.23,22,14,18,8,98
2025-05-15,"Kigali","Rwanda",NA,NA,37.23,22,14,18,8,98
2025-05-16,"Kigali","Rwanda",NA,NA,44.13,23,14,18.5,9,98
2025-05-17,"Kigali","Rwanda",NA,NA,44.19,24,14,19,10,98
2025-05-18,"Kigali","Rwanda",NA,NA,40.82,25,14,19.5,11,98
2025-05-19,"Kigali","Rwanda",NA,NA,38.96,24,14,19,10,96
2025-05-20,"Kigali","Rwanda",NA,NA,29.32,23,15,19,8,98
2025-05-21,"Kigali","Rwanda",NA,NA,26.89,23,15,19,8,97
2025-05-22,"Kigali","Rwanda",NA,NA,26.25,24,15,19.5,9,97
2025-05-23,"Kigali","Rwanda",NA,NA,32.36,21,15,18,6,97
2025-05-24,"Kigali","Rwanda",NA,NA,39.85,23,15,19,8,96
2025-05-25,"Kigali","Rwanda",NA,NA,47.26,22,14,18,8,98
2025-05-26,"Kigali","Rwanda",NA,NA,50.2,24,14,19,10,98
2025-05-27,"Kigali","Rwanda",NA,NA,40.17,22,14,18,8,97
2025-05-28,"Kigali","Rwanda",NA,NA,37.54,24,14,19,10,96
2025-05-29,"Kigali","Rwanda",NA,NA,41.46,23,13,18,10,97
2025-05-30,"Kigali","Rwanda",NA,NA,44.19,22,15,18.5,7,97
2025-05-31,"Kigali","Rwanda",NA,NA,48.68,24,13,18.5,11,97
2023-09-01,"Lima","Pérou",16.31,5.1,18.9690175438596,20,18,19,2,86
2023-09-02,"Lima","Pérou",18.23,6.07,18.9690175438596,21,18,19.5,3,86
2023-09-03,"Lima","Pérou",16.13,9.03,18.9690175438596,20,17,18.5,3,83
2023-09-04,"Lima","Pérou",14.91,10.33,18.9690175438596,20,17,18.5,3,85
2023-09-05,"Lima","Pérou",16,6.91,18.9690175438596,20,18,19,2,84
2023-09-06,"Lima","Pérou",16.73,6.75,18.9690175438596,20,18,19,2,85
2023-09-07,"Lima","Pérou",17.32,7.03,18.9690175438596,20,17,18.5,3,86
2023-09-08,"Lima","Pérou",16.6,7.69,18.9690175438596,21,17,19,4,85
2023-09-09,"Lima","Pérou",16.35,8.39,18.9690175438596,21,18,19.5,3,82
2023-09-10,"Lima","Pérou",15.58,6.95,18.9690175438596,21,18,19.5,3,81
2023-09-11,"Lima","Pérou",16.12,7.09,18.9690175438596,21,18,19.5,3,83
2023-09-12,"Lima","Pérou",16.07,0.76,18.9690175438596,20,17,18.5,3,83
2023-09-13,"Lima","Pérou",15.18,12.4286382113821,18.9690175438596,20,18,19,2,83
2023-09-14,"Lima","Pérou",16.98,8.75,18.9690175438596,20,18,19,2,85
2023-09-15,"Lima","Pérou",11.91,10.67,18.9690175438596,21,17,19,4,85
2023-09-16,"Lima","Pérou",12.59,7.12,18.9690175438596,21,17,19,4,86
2023-09-17,"Lima","Pérou",10.89,12.4286382113821,18.9690175438596,21,18,19.5,3,87
2023-09-18,"Lima","Pérou",11.68,12.4286382113821,18.9690175438596,20,17,18.5,3,86
2023-09-19,"Lima","Pérou",10.89,12.4286382113821,18.9690175438596,21,18,19.5,3,89
2023-09-20,"Lima","Pérou",12.21,9.98,18.9690175438596,21,18,19.5,3,87
2023-09-21,"Lima","Pérou",11.34,8.97,18.9690175438596,20,17,18.5,3,86
2023-09-22,"Lima","Pérou",11.75,9.14,18.9690175438596,20,17,18.5,3,84
2023-09-23,"Lima","Pérou",11.78,9.17,18.9690175438596,20,17,18.5,3,86
2023-09-24,"Lima","Pérou",9.81,7.73,18.9690175438596,20,18,19,2,87
2023-09-25,"Lima","Pérou",11.26,12.4286382113821,18.9690175438596,21,18,19.5,3,87
2023-09-26,"Lima","Pérou",11.3,12.4286382113821,18.9690175438596,20,17,18.5,3,88
2023-09-27,"Lima","Pérou",12.63,12.4286382113821,18.9690175438596,20,17,18.5,3,85
2023-09-28,"Lima","Pérou",13.02,12.4286382113821,18.9690175438596,20,17,18.5,3,87
2023-09-29,"Lima","Pérou",11.17,12.4286382113821,18.9690175438596,20,17,18.5,3,88
2023-09-30,"Lima","Pérou",12.15,12.4286382113821,18.9690175438596,20,17,18.5,3,89
2023-10-01,"Lima","Pérou",9.26,12.4286382113821,18.9690175438596,20,18,19,2,88
2023-10-02,"Lima","Pérou",10.24,12.4286382113821,18.9690175438596,20,17,18.5,3,87
2023-10-03,"Lima","Pérou",11.86,14.92,18.9690175438596,19,17,18,2,89
2023-10-04,"Lima","Pérou",11.83,9.69,18.9690175438596,20,17,18.5,3,89
2023-10-05,"Lima","Pérou",11.3,8.5,3,20,17,18.5,3,87
2023-10-06,"Lima","Pérou",13.5,14.63,10.76,20,17,18.5,3,87
2023-10-07,"Lima","Pérou",22.3113359528487,12.77,1.32,20,17,18.5,3,89
2023-10-08,"Lima","Pérou",22.3113359528487,7.86,1.21,20,17,18.5,3,88
2023-10-09,"Lima","Pérou",22.3113359528487,12.4286382113821,0.96,20,17,18.5,3,86
2023-10-10,"Lima","Pérou",10.08,13.65,2.58,20,17,18.5,3,86
2023-10-11,"Lima","Pérou",9.75,12.7,0.97,20,17,18.5,3,88
2023-10-12,"Lima","Pérou",8.48,8.05,38.35,20,17,18.5,3,85
2023-10-13,"Lima","Pérou",10.83,9.72,52.42,21,18,19.5,3,85
2023-10-14,"Lima","Pérou",9.59,10.34,5.15,20,18,19,2,85
2023-10-15,"Lima","Pérou",9,9.27,4.34,20,18,19,2,87
